ad.id,ad.image_urls,ad.last_shown_date,ad.reach.unique_users_seen_x,ad.status,ad.status_statement,ad.videos,ad.first_shown_date,advertiser.business_id,advertiser.business_name,advertiser.paid_for_by,ad_group.targeting_info.interest,ad_group.targeting_info.number_of_users_targeted,ad_group.targeting_info.video_interactions,ad_group.targeting_info.age.35-44,ad_group.targeting_info.age.45-54,ad_group.targeting_info.age.55+,ad_group.targeting_info.age.13-17,ad_group.targeting_info.age.18-24,ad_group.targeting_info.age.25-34,ad_group.targeting_info.audience_targeting,ad_group.targeting_info.country,ad_group.targeting_info.creator_interactions,ad_group.targeting_info.gender.female,ad_group.targeting_info.gender.male,ad_group.targeting_info.gender.other_genders,ad.reach.unique_users_seen_y,ad.reach.unique_users_seen_by_country.DK,ad.reach.unique_users_seen_by_country.FI,ad.reach.unique_users_seen_by_country.IT,ad.reach.unique_users_seen_by_country.NL,ad.reach.unique_users_seen_by_country.CZ,ad.reach.unique_users_seen_by_country.BE,ad.reach.unique_users_seen_by_country.ES,ad.reach.unique_users_seen_by_country.IE,ad.reach.unique_users_seen_by_country.SE,ad.reach.unique_users_seen_by_country.AT,ad.reach.unique_users_seen_by_country.NO,ad.reach.unique_users_seen_by_country.DE,ad.reach.unique_users_seen_by_country.GR,ad.reach.unique_users_seen_by_country.PT,ad.reach.unique_users_seen_by_country.RO,ad.reach.unique_users_seen_by_country.CH,ad.reach.unique_users_seen_by_country.GB,ad.reach.unique_users_seen_by_country.FR,ad.reach.unique_users_seen_by_country.HU,ad.reach.unique_users_seen_by_country.PL
1770786967271441,['https://p21-ad-sg.ibyteimg.com/origin/tos-maliva-v-2c3654-us/82583f4eada04042837f1ed53c9b1dfe'],20231020,10M-20M,active,,"[{'cover_image_url': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-v-2c3654-us/82583f4eada04042837f1ed53c9b1dfe~tplv-noop.image?x-expires=1700749589&x-signature=vs50szzd%2FFkfXYkh1RHVEzYVk54%3D', 'url': 'https://v77.tiktokcdn.com/f1804ecb2505b33a77b57c60d32625d1/655f6115/video/tos/maliva/tos-maliva-v-2c3654-us/o8PeCm8MSIH6r5IjlxCflxfYiCYIuQrCXQHvUg/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4084&bt=2042&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=OTllN2ZnMztkZ2YzN2Q8OkBpank5ZXI5cndmazQzN2c0M0AxXjRiNDQ1XzMxMDNjYC8uYSNzcHFyMmRzXmVgLS1kLjZzcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230707,6.876457988496819e+18,"Scopely, Inc.","Scopely, Inc.",,24.7M-30.1M,,True,True,True,False,True,True,No,['GB'],,True,True,True,10M-20M,,,,,,,,,,,,,,,,,13.0M,,,
1780032179072018,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oghDVwlMIjQDQeLB6dknbBQNBaA8COugjmOlQe'],20231113,10M-20M,active,,"[{'url': 'https://v77.tiktokcdn.com/eca9c4a6a33c3938304b245a13ef4157/655f6116/video/tos/alisg/tos-alisg-ve-0051c001-sg/o8DVZaQgQGA8QDuw5eN6QLbepBnqBBJIlgNljd/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2648&bt=1324&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=NzVoODhpODNkZ2Q6ZDY6ZEBpM3dlaTc6ZnBobjMzODYzNEAuL15gM19eXzMxX19gLzFjYSMxMm0xcjRnLWtgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13', 'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oghDVwlMIjQDQeLB6dknbBQNBaA8COugjmOlQe~tplv-noop.image?x-expires=1700749590&x-signature=%2BtjfQH%2FCeL65c56Acsj6jOMVg68%3D'}]",20231017,6.979881690004981e+18,International Federation of Red Cross and Red Crescent Societies,SOCIAL SOCIAL GmbH,,,,True,True,True,True,True,True,No,"['BE', 'AT', 'DK', 'CZ', 'IE', 'IT', 'FI', 'ES', 'SE', 'NL']",,True,True,True,10M-20M,33K,344K,6.3M,0-1K,0-1K,0-1K,5.4M,49K,46K,68K,,,,,,,,,,
1769245926726658,['https://p16-csp-adlib-site-sign-sg.ibyteimg.com/v0201/ccc913a14a1c65151de5c6d97cdcee62~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263961&x-signature=nMwngOqpkRE9f5U%2Flwg4GQ9sdpc%3D'],20231030,10M-20M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oABBANGoNIAa2TR3WTSQrNBPRwhKNAzNyEPmvf~tplv-noop.image?x-expires=1700749581&x-signature=qKFpMdLnV8AjxtiBMGfxvgulgy4%3D', 'url': 'https://v77.tiktokcdn.com/188337474e8d84d75814fc2116ccfafa/655f610d/video/tos/alisg/tos-alisg-v-0000/oIIrEQApmSPNApzyNf5dN2k3RQKBGhCwoWaBAP/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2172&bt=1086&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZDdmNzk1ZWc3OGk2ZjY2N0BpanB3d2Q6ZjZuazMzODYzNEAvMjZeYjMzNV4xX2JiXjRhYSM1YW0zcjQwZGlgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230621,7.025866156896421e+18,TECHPEAK FZE,TECHPEAK FZE,,137.8M-168.5M,,True,True,True,False,True,True,No,"['FR', 'NL', 'DE', 'IE', 'DK', 'NO', 'RO', 'HU', 'GR', 'BE', 'CH', 'CZ', 'SE', 'AT', 'IT', 'FI', 'ES']",,True,True,True,10M-20M,424K,318K,1.3M,673K,395K,553K,1.5M,477K,649K,314K,381K,1.2M,1.1M,,1.0M,345K,,978K,519K,
1767328184045618,,20230625,10M-20M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-aiso/oMPvEnR7izA89tbr5vfJhIyB1CioHA8OIbNC1h~tplv-noop.image?x-expires=1700749570&x-signature=akCKyHOelEwBLT2g3HPsjZ3X7xc%3D', 'url': 'https://v77.tiktokcdn.com/fdeb5e86f01bb305fe3b1c355b95b4eb/655f6102/video/tos/useast2a/tos-useast2a-pve-0037-aiso/oYAhQ9H1B7yENAsBJlzviIisnO9IhvfoO7bCRt/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2022&bt=1011&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=Ozc8NGhpOmk0Mzs1NmlmN0BpajpodTw6Zmt5azMzZjczM0A1L2A2XzZhXy0xMi0yYjYuYSM1MV9xcjQwY25gLS1kMWNzcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230530,6.876450629510759e+18,Booking.com B.V.,Booking.com B.V.,Travel,14.0M-17.1M,,True,True,True,False,True,True,No,['GB'],,True,True,True,10M-20M,,,,,,,,,,,,,,,,,12.0M,,,
1767582691011681,,20230625,10M-20M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-aiso/oMF0HgbLnQTQccc2AseBPfRKxBb7kjDIDhQXEb~tplv-noop.image?x-expires=1700749572&x-signature=MOgWHZTDV886VikEBIiTB%2BF%2FsMg%3D', 'url': 'https://v77.tiktokcdn.com/cf3824aa767b8defe6a7bae5eaf5d9d5/655f6104/video/tos/useast2a/tos-useast2a-pve-0037-aiso/oYhBEnjNwoYI62CIFDNyFQfbuzLzrRohAWOmuA/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2598&bt=1299&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=aWZoNDkzNWZlOTtlNzY0OkBpM3I8dGg6ZjUzazMzZjczM0A2YWBfL2A0Xl8xNjUyXi9fYSNrYHMvcjRnb2tgLS1kMWNzcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230605,6.876450629510759e+18,Booking.com B.V.,Booking.com B.V.,Travel,13.8M-16.9M,,True,True,True,False,True,True,No,['DE'],,True,True,True,10M-20M,,,,,,,,,,,,12.0M,,,,,,,,
1767582690343985,,20230625,10M-20M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-aiso/oUDcEeKCLnA09fbu5fePGjIB1IvgZEW6IgbY1D~tplv-noop.image?x-expires=1700749570&x-signature=43rdsItmAEdNgPpeBwKgOVAwE8w%3D', 'url': 'https://v77.tiktokcdn.com/7b8f73be874db044ea93ecc5ef7b4f53/655f6102/video/tos/useast2a/tos-useast2a-pve-0037c001-aiso/osKjP6DVgBCTA1e1IfcL9xgInbA4eGQZvEOIfE/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2016&bt=1008&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=OzxkOzUzZDdoaWZlZ2Q6NUBpM3M1cTo6ZjV5azMzZjczM0BeMF4vLTU0NWExYi9gL2MvYSMycnBkcjRvYm5gLS1kMWNzcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230605,6.876450629510759e+18,Booking.com B.V.,Booking.com B.V.,Travel,13.8M-16.9M,,True,True,True,False,True,True,No,['DE'],,True,True,True,10M-20M,,,,,,,,,,,,11.9M,,,,,,,,
1766633370418193,,20230625,10M-20M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-aiso/o8DxIPtbgvFEf2ER5Dbk8Ae68iQncpQDALJRuB~tplv-noop.image?x-expires=1700749572&x-signature=U56lZtF%2FJ7UQedUSHQvQGl4No3I%3D', 'url': 'https://v77.tiktokcdn.com/de246d8666cdbeeecd79fbc3c7d6267f/655f6104/video/tos/useast2a/tos-useast2a-pve-0037c001-aiso/oQDj8HREgDAbfR24AkOQ5w4sPB86XObngAg5eT/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2610&bt=1305&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=OTg5OjM2ZGUzNjYzOTtmOEBpMzh2Njc6ZmgzazMzZjczM0AxMC4xLmJgNjQxYGBiNmAyYSNyamdzcjRfcWtgLS1kMWNzcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230530,6.876450629510759e+18,Booking.com B.V.,Booking.com B.V.,Travel,14.0M-17.1M,,True,True,True,False,True,True,No,['GB'],,True,True,True,10M-20M,,,,,,,,,,,,,,,,,11.9M,,,
1776307021958178,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oEu8nbPfGDLgQip2yDJA8CV4IrbUAheUfDgLw1'],20231113,10M-20M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oEu8nbPfGDLgQip2yDJA8CV4IrbUAheUfDgLw1~tplv-noop.image?x-expires=1700749606&x-signature=fubskronNxLHuq9AY6LOyCRyvmM%3D', 'url': 'https://v77.tiktokcdn.com/845faa77aa075ea6615c80ae7fe92ffb/655f6126/video/tos/alisg/tos-alisg-ve-0051c001-sg/oUIIKNBkrf4pLfP8DKbzjgQDQbBtAv8qcEHlhF/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2754&bt=1377&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=M2QzOmg5NGdpZzQ3OzY3ZkBpM3VqPDY6ZnFkbTMzODYzNEAxYV41Li81Xy0xXzNiMF42YSMycl9ycjRvX3BgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230906,6.979881690004981e+18,International Federation of Red Cross and Red Crescent Societies,SOCIAL SOCIAL GmbH,,,,True,True,True,True,True,True,No,"['HU', 'PT', 'RO', 'FR', 'DE', 'GR']",,True,True,True,10M-20M,,,,,,,,,,,,243K,2.2M,1.8M,5.4M,,,365K,1.9M,
1755553416513586,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/o82fqfIADDCHTOArObPQgHgdlQCLepbXV5wGcE~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263961&x-signature=rfjmtw%2FGofpOJ6gdffm4dNsaoBM%3D'],20230226,10M-20M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/o82fqfIADDCHTOArObPQgHgdlQCLepbXV5wGcE~tplv-noop.image?x-expires=1700749576&x-signature=oH7Pjy16i7RR8ugXgyEtM8uz2Ho%3D', 'url': 'https://v77.tiktokcdn.com/d639c3cf7ecc8b0a0c6a915c5578d22c/655f6108/video/tos/alisg/tos-alisg-v-0000/ogxOhw51qEgIpQPVDAPARLlObrHAUCeGOVHf2f/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4000&bt=2000&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=M2lnaTQ1Omg2OTg7OmU0NUBpMzd5cDw6ZnNkaTMzODYzNEBjYDYvXzIuXy0xMzMwNTUyYSMzNDFucjQwZjJgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230130,6.921725913822397e+18,AMAZON UK SERVICES LTD.,Mediabrands Ltd GBP,,33.7M-41.2M,,True,True,False,False,True,True,No,['GB'],,True,True,True,10M-20M,,,,,,,,,,,,,,,,,11.7M,,,
1779918731413506,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oMYn1AQnlBcdWtveDMOThAIXDB8abLlgWNQe5j'],20231029,10M-20M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oMYn1AQnlBcdWtveDMOThAIXDB8abLlgWNQe5j~tplv-noop.image?x-expires=1700749576&x-signature=9fYbZG7yW99KPa7eaoDGKv%2FLAK0%3D', 'url': 'https://v77.tiktokcdn.com/a173d259d7884e632315b8791c05f510/655f6108/video/tos/alisg/tos-alisg-ve-0051c001-sg/o8cWDCaDNQWbvnZYcggTnIDLQAXl8dnhfj9BeB/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1120&bt=560&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZzU0ZTc7Ojs0ZTU3aDlkNEBpM2VzdGg6ZnJtbjMzODYzNEAyLS81NDYwNi0xLi0tXjBfYSMzY29pcjRvZ2pgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20231018,6.876505219081962e+18,GROUPE CANAL+ SA,Havas Media France,,,,True,True,True,False,True,True,No,['FR'],,True,True,True,10M-20M,,,,,,,,,,,,,,,,,,11.6M,,
1758727785943073,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oUpYUKBYEhwF9FBA6SxBHzjA4I4sosqNwAJfXm~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263961&x-signature=FoUN9rl%2FzF0%2F8kBBqqdyN0CrA8w%3D'],20230613,10M-20M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oUpYUKBYEhwF9FBA6SxBHzjA4I4sosqNwAJfXm~tplv-noop.image?x-expires=1700749585&x-signature=t0L61qyVDzq7oMDkPoE%2Bq5%2FABD4%3D', 'url': 'https://v77.tiktokcdn.com/7446f28901c3f1267748a4e14588d62f/655f6111/video/tos/alisg/tos-alisg-ve-0051c001-sg/o0wKYJUhLsmFQEzIpAfxAm7zwYobDA8dN64BsK/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2174&bt=1087&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=OTU6Z2doNmY6Ozg7aTk5ZEBpM2pwdWQ6ZmZuaTMzODYzNEBfXi4vNC1gNS4xLmAyMi8vYSNgbS0xcjQwaDBgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230224,7.163695007185191e+18,"Smile Direct Club-UK, LTD,","Smile Direct Club-UK, LTD,",,39.2M-47.9M,,True,True,True,False,True,True,No,['GB'],,True,True,True,10M-20M,,,,,,,,,,,,,,,,,11.4M,,,
1776307107963954,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/ow1Y0znpIeArQFCeOBDghqGSDTKMbbW4JQxfAT'],20231017,10M-20M,active,,"[{'url': 'https://v77.tiktokcdn.com/eb260a05cdb4b2db869b6a02ea1f938d/655f6125/video/tos/alisg/tos-alisg-ve-0051c001-sg/owWgoJq0A6VDFJQkNpnBBMLWyhEwIQf4dzHftz/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2736&bt=1368&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZDRkOTw3ZTdpODc6PDY2PEBpajxmZDw6ZnRkbTMzODYzNEAuLzMtNDFeXjMxXjQ2MC02YSNnbC5xcjRfaXBgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13', 'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/ow1Y0znpIeArQFCeOBDghqGSDTKMbbW4JQxfAT~tplv-noop.image?x-expires=1700749605&x-signature=rlyZ7WvbC0PLlnuEcn%2Fb2OFI%2BxM%3D'}]",20230906,6.979881690004981e+18,International Federation of Red Cross and Red Crescent Societies,SOCIAL SOCIAL GmbH,,,,True,True,True,True,True,True,No,"['NL', 'ES', 'SE', 'BE', 'IE', 'FI', 'AT', 'CZ', 'IT', 'DK']",,True,True,True,10M-20M,9K,348K,5.4M,19K,774K,57K,4.5M,42K,17K,50K,,,,,,,,,,
1773841709180930,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/o0jYoESIzRNb8Aj3whNbAOBwsfKIzyAB4INmvH'],20231008,10M-20M,active,,"[{'url': 'https://v77.tiktokcdn.com/c8c7e8f006b0274e6d4e029823d6f7c6/655f610d/video/tos/alisg/tos-alisg-ve-0051c001-sg/oczghcakAo2D4gQkNV0BBzGH3DRfgA8kfOYxbn/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4944&bt=2472&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ODVpNWY4ZDs5aTw1Ojs8aUBpanE5NTs6ZjxybTMzODYzNEAvYGM1NGE2NS4xMzViYzVeYSMzbS8ycjQwbzBgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13', 'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/o0jYoESIzRNb8Aj3whNbAOBwsfKIzyAB4INmvH~tplv-noop.image?x-expires=1700749581&x-signature=1%2BzzHenIfigAYwb9aJ3YrU0IOFA%3D'}]",20230810,6.883219182050084e+18,Mondelez Deutschland Services GmbH & Co. KG,Spark Foundry Germany GmbH,,,,True,True,True,False,True,True,No,['DE'],,True,True,True,10M-20M,,,,,,,,,,,,11.3M,,,,,,,,
1779452117916721,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oIVBEweefYfOg2Gz2G5taZQBNUAgfs9ATeZABA'],20231122,10M-20M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oIVBEweefYfOg2Gz2G5taZQBNUAgfs9ATeZABA~tplv-noop.image?x-expires=1700749567&x-signature=lZVksR4eR2pJox52JmrQOTsNosk%3D', 'url': 'https://v77.tiktokcdn.com/686ff3203b54d9aa935af139e7962dd3/655f60ff/video/tos/alisg/tos-alisg-ve-0051c001-sg/oEIKjk3DNB1AUgNfBwEAjeDBoWnWv4LYPbrHhQ/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1872&bt=936&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=aTgzMzk5NTszOzxpNTZlaEBpamk2eTM6ZjRvbTMzODYzNEAwXl8tMjItXl4xMF5iNDY2YSNpY3JncjRvaGVgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20231013,6.876497659419428e+18,Mars GmbH,Essence Euros (TimeZone Dublin),,,,True,True,True,False,True,True,No,['DE'],,True,True,True,10M-20M,,,,,,,,,,,,11.3M,,,,,,,,
1764044216919042,['https://p16-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oUc0FAfhlZN1BIpEmBfkA74zgSQutBo5NONDIO~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263961&x-signature=QY4SxDjul%2FBRifh8rmahKdnZFR4%3D'],20231122,10M-20M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oUc0FAfhlZN1BIpEmBfkA74zgSQutBo5NONDIO~tplv-noop.image?x-expires=1700749580&x-signature=FDk3FQSeRZw37OnlZxJJH1QG%2Bc8%3D', 'url': 'https://v77.tiktokcdn.com/dd6292d23b643bc2b99b9d9874b3e846/655f610c/video/tos/alisg/tos-alisg-v-0000/oskNMOc7EtOSBIADIFD0xBAPQNf6IQNZ0g1zfh/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3184&bt=1592&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=NDw0PDMzZTM2ZDgzZzdlNEBpM3ZuOWg6ZjVoajMzODYzNEAuMDMuYS0yXzYxNGMyMy8tYSM2ZGItcjRnc25gLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230424,6.876457988496819e+18,"Scopely, Inc.","Scopely, Inc.",,24.7M-30.1M,,True,True,True,False,True,True,No,['GB'],,True,True,True,10M-20M,,,,,,,,,,,,,,,,,11.2M,,,
1766882989998130,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/owWY8ffbzAerfDfGlZiQAUJzemvQgAEYAGDXMc'],20231122,10M-20M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/owWY8ffbzAerfDfGlZiQAUJzemvQgAEYAGDXMc~tplv-noop.image?x-expires=1700749591&x-signature=CchJ40SZZja6VCoJ4lDK%2FKSNX0U%3D', 'url': 'https://v77.tiktokcdn.com/e5e851c56f7c087c359360921eae65ba/655f6117/video/tos/alisg/tos-alisg-ve-0051c001-sg/o4y8A5wL9hbCbEyyAkQ6EiIvtPBhVAAoPzOmNf/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2416&bt=1208&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=aTpoNTZmOzVnZzU4aGVoZUBpM2lxdmg6ZnNyazMzODYzNEAzLWAyYDVfNTUxNWAwMmFfYSNmZmthcjRfY2tgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230529,6.876498388267828e+18,"WALT DISNEY COMPANY, THE","WALT DISNEY COMPANY, THE",,26.5M-32.4M,,True,True,True,False,True,True,No,"['IE', 'GB']",,True,True,True,10M-20M,,,,,,,,1.2M,,,,,,,,,9.8M,,,
1773841709189154,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oMNbEoIxSzAbjGGSU8fLAmyBPB6wFA2YION8Hh'],20231008,10M-20M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oMNbEoIxSzAbjGGSU8fLAmyBPB6wFA2YION8Hh~tplv-noop.image?x-expires=1700749572&x-signature=1HVc5JYxFiZnUphF5Xjf3NZhNlE%3D', 'url': 'https://v77.tiktokcdn.com/cafd88ce040ef8ff967e579259595ec3/655f6104/video/tos/alisg/tos-alisg-ve-0051c001-sg/oYkxfXKNIY4QB0iDQkESdBAigNebdQbMtgdn2D/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3160&bt=1580&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TiAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZDs2aWdoZ2llPDM3ZzdnZEBpMzh1a2U6ZjxybTMzODYzNEBjMV9fYTAwNi8xXi4tNDMxYSMxaGVscjQwbzBgLS1kMC1zcw%3D%3D&l=20231123082600B09EE23DF7327923CA39&btag=e00088000&cc=13'}]",20230810,6.883219182050084e+18,Mondelez Deutschland Services GmbH & Co. KG,Spark Foundry Germany GmbH,,,,True,True,True,False,True,True,No,['DE'],,True,True,True,10M-20M,,,,,,,,,,,,11.0M,,,,,,,,
