ad.id,ad.image_urls,ad.last_shown_date,ad.reach.unique_users_seen_x,ad.status,ad.status_statement,ad.videos,ad.first_shown_date,advertiser.business_id,advertiser.business_name,advertiser.paid_for_by,ad_group.targeting_info.interest,ad_group.targeting_info.number_of_users_targeted,ad_group.targeting_info.video_interactions,ad_group.targeting_info.age.35-44,ad_group.targeting_info.age.45-54,ad_group.targeting_info.age.55+,ad_group.targeting_info.age.13-17,ad_group.targeting_info.age.18-24,ad_group.targeting_info.age.25-34,ad_group.targeting_info.audience_targeting,ad_group.targeting_info.country,ad_group.targeting_info.creator_interactions,ad_group.targeting_info.gender.female,ad_group.targeting_info.gender.male,ad_group.targeting_info.gender.other_genders,ad.reach.unique_users_seen_y,ad.reach.unique_users_seen_by_country.DK,ad.reach.unique_users_seen_by_country.FI,ad.reach.unique_users_seen_by_country.IT,ad.reach.unique_users_seen_by_country.NL,ad.reach.unique_users_seen_by_country.CZ,ad.reach.unique_users_seen_by_country.BE,ad.reach.unique_users_seen_by_country.ES,ad.reach.unique_users_seen_by_country.IE,ad.reach.unique_users_seen_by_country.SE,ad.reach.unique_users_seen_by_country.AT,ad.reach.unique_users_seen_by_country.NO,ad.reach.unique_users_seen_by_country.DE,ad.reach.unique_users_seen_by_country.GR,ad.reach.unique_users_seen_by_country.PT,ad.reach.unique_users_seen_by_country.RO,ad.reach.unique_users_seen_by_country.CH,ad.reach.unique_users_seen_by_country.GB,ad.reach.unique_users_seen_by_country.FR,ad.reach.unique_users_seen_by_country.HU,ad.reach.unique_users_seen_by_country.PL
1755802417884193,['https://p16-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oI3ASWzWfw9u5SOukmGgAAkBJFQEIoAtwxy2Ph~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263970&x-signature=%2FmyEOQSbE8LPi33kxaWqgrWKjR4%3D'],20230226,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oI3ASWzWfw9u5SOukmGgAAkBJFQEIoAtwxy2Ph~tplv-noop.image?x-expires=1700749585&x-signature=P71G5wMbpfICAvc%2FXmvUAmYBkWM%3D', 'url': 'https://v16m.tiktokcdn.com/84c449d28e2f61cddb43f4a399660270/655f6111/video/tos/alisg/tos-alisg-v-0000/ooS5ztFuBhBoUWS9JQxwfA2OIRmyAqkgPAsDQD/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3990&bt=1995&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ODY5ZjVoOTw6NDllZTVlZkBpM3c1dzg6ZnE3aTMzODYzNEAtNGMyNmAvNl4xNWIyNS8vYSNkNmYxcjRfZjRgLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230130,6.963621844763018e+18,AMAZON ITALIA SERVICES SRL,Initiative Media Milano Auction,"Life Services, Apps, Apparel & Accessories",12.5M-15.3M,,True,True,True,False,True,True,No,['IT'],,True,True,True,1M-10M,,,7.9M,,,,,,,,,,,,,,,,,
1778132407533634,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oggD6fSBhIsEwGgLkENGvU2AmtpLyzoUABs4AA'],20231010,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oggD6fSBhIsEwGgLkENGvU2AmtpLyzoUABs4AA~tplv-noop.image?x-expires=1700749585&x-signature=EmnYPBXUmbpv%2FBE6l3I29Y8mmvs%3D', 'url': 'https://v16m.tiktokcdn.com/ec375ecbb688242af65e4f8d567b50c8/655f6111/video/tos/alisg/tos-alisg-ve-0051c001-sg/oYvGQQozyAgD68LfhD0k7AISBAUENgywpmE4A2/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4158&bt=2079&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ODw4ZWRmZGk2PDw2aDY8aUBpanRqZDY6ZnU7bjMzODYzNEAwY2FgY2AxNi4xXi9iNDQtYSNra142cjQwMy9gLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230926,6.876492721733764e+18,Conde Nast Publications,Conde Nast Publications,,,,True,True,True,True,True,True,No,"['SE', 'ES', 'NO', 'PT', 'NL', 'IT', 'DE', 'PL', 'CH', 'FR', 'DK']",,True,True,True,1M-10M,45K,,1.7M,224K,,,2.1M,,125K,,116K,58K,,927K,,32K,,481K,,2.3M
1777748613625890,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/oMthnBQnlBaH6AfeDToGxAE7DBcMbDrgENIG8j'],20231021,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/oMthnBQnlBaH6AfeDToGxAE7DBcMbDrgENIG8j~tplv-noop.image?x-expires=1700749599&x-signature=BEynMQQ99YRS2g8BeQxWqUSiuUI%3D', 'url': 'https://v16m.tiktokcdn.com/1c943e9561d86411b9b36e09457cefd5/655f611f/video/tos/alisg/tos-alisg-ve-0051c001-sg/oUBJNFnaDUGbhGgcM7aEQgjDQtHeIDlfBEgAH6/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3324&bt=1662&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=OWY8OWVpNzY2OGc7OTM0OUBpanRzcjY6ZnI5bjMzODYzNEA1NTItNGIyNWMxNGM0MDReYSNqc2VycjRvZDNgLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230925,6.876492187354269e+18,MONDELEZ UK LIMITED,(Publicis) Spark Foundry UK - TikTok,,,,True,True,True,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,8.1M,,,
1776756427077633,,20231122,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/35944afbc1b14d06a108e98ea26970e4_1694093039~tplv-noop.image?x-expires=1700749585&x-signature=4TXI2Bo0i42YIFQ88FcIYICjRzI%3D', 'url': 'https://v16m.tiktokcdn.com/a9fa6d66978fe36279f19bd99a9a345f/655f6111/video/tos/useast2a/tos-useast2a-ve-0068-euttp/o81AcG2HEg88JQZeBiE1jWAfLiAf4rItPDf5On/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1600&bt=800&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZTRpZWhlaWU0aWg2aWk4OUBpam1vNjM6ZmR2bTMzZjczM0BgMzNgMTNiNS0xMGMxY18uYSNlaS9gcjQwcXBgLS1kMWNzcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230913,6.883219182050084e+18,Mondelez Deutschland Services GmbH & Co. KG,Spark Foundry Germany GmbH,,,,True,True,True,False,True,True,No,['DE'],,True,True,True,1M-10M,,,,,,,,,,,,7.9M,,,,,,,,
1760359739398194,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oIQX2NBk0EhO28Deq0AnygCDQWBbASGfCgsdDJ~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263970&x-signature=Mpt41b02aVjMFX726srig0MBZPo%3D'],20230323,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oIQX2NBk0EhO28Deq0AnygCDQWBbASGfCgsdDJ~tplv-noop.image?x-expires=1700749585&x-signature=q0uILpiB0d%2Bznf5Ls3P6Y524I%2F4%3D', 'url': 'https://v16m.tiktokcdn.com/903c9de7672f0cd5c733035ae2b836f8/655f6111/video/tos/alisg/tos-alisg-v-0000/o8gBUtom2BDEh8zgADwf1Ca8INnQyJhAnQ7KQA/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4080&bt=2040&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=NzQ5aDo1NDg1OWhkO2Y1aUBpam81c2Q6Zjc8ajMzODYzNEBeLjZgXy5jX2ExXzRhLTVeYSNqLm5kcjRnbzVgLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230315,6.997690962545739e+18,Spark Foundry,(Publicis) Spark Foundry UK - TikTok,,39.2M-47.9M,,True,True,True,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,7.9M,,,
1765496882313266,['https://p16-csp-adlib-site-sign-sg.ibyteimg.com/v0201/3ed87aa7c7f64476b4910a42df786ba9_1683630527~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263970&x-signature=YQFNsMf%2FhG4cCD1pUm%2B8CBERbgs%3D'],20230521,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/3ed87aa7c7f64476b4910a42df786ba9_1683630527~tplv-noop.image?x-expires=1700749576&x-signature=a5CDRHVdhGcMHccVmdOVQ7Y8EZs%3D', 'url': 'https://v16m.tiktokcdn.com/94c2602ce8f526620d1831b85c7920fb/655f6108/video/tos/alisg/tos-alisg-v-0000/owJGMaNhRrIqLBuyAMQEmJgf6NtkdDBoAzwAwq/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3264&bt=1632&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZDQzNmQ7Nzs0PDQ6ODU5PEBpM2R0Ozw6Zm81azMzODYzNEBfMGMxYS0xXzUxX2MzNV4xYSNsaS0zcjRnYWFgLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230511,7.07016374203764e+18,WALKERS SNACKS LIMITED,WALKERS SNACKS LIMITED,,39.2M-47.9M,,True,True,True,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,7.9M,,,
1764322426440738,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/76085f0e47ffb68ba97162e36537c771~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263970&x-signature=7%2F9ioDBKY5tsP7PR8ycJmV5sNEs%3D'],20231121,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/1e1ed8c3928f4d70bd880367822819e7~tplv-noop.image?x-expires=1700749597&x-signature=pCjqirHAxRsp%2FjP87RDshm7e8d8%3D', 'url': 'https://v16m.tiktokcdn.com/135135c1ee5ef83f6e9daf9a0285bd3f/655f611d/video/tos/alisg/tos-alisg-v-0000/fcce00fa28ab49fab8c6379fcc0ea9bb/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4518&bt=2259&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=PDo7PDc8ZzZoPDpoNzc6N0BpamQ3ZDo6ZmR4ZTMzODYzNEAwLjReNTY2NTQxMDQ0My80YSMwYXBpcjQwNDJgLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230427,7.165762481904763e+18,广州唯意科技有限公司,madhouse-12,,77.2M-94.4M,,True,True,True,True,True,True,No,"['GB', 'DE', 'FR']",,True,True,True,1M-10M,,,,,,,,,,,,2.2M,,,,,2.2M,3.5M,,
1764044216911874,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/d0451361bad21a6168830093632c3bd7~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263970&x-signature=opqzsrd4NB8WphB6DxS7m9GPHJI%3D'],20231110,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oQAsnBozyANAFEIfhwtxlAErBA3GtI0wqmImhg~tplv-noop.image?x-expires=1700749597&x-signature=82ff7cR98vsI07NcsYqFqsv%2B0VE%3D', 'url': 'https://v16m.tiktokcdn.com/6f26ddd6e1cb66f54d5222b1575ed32f/655f611d/video/tos/alisg/tos-alisg-v-0000/oUIGEQAXmN3IA3zyrfF3tFqqAsABghFwoIxoAQ/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3236&bt=1618&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=aDY1aTQ6ZmU4ZDg8Zjc2aUBpMzh2dDM6Zmo2azMzODYzNEA2MGIyLy41NWExNS4vXzNjYSMtZGppcjRfYDBgLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230424,6.876457988496819e+18,"Scopely, Inc.","Scopely, Inc.",,24.7M-30.1M,,True,True,True,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,7.9M,,,
1757890559007793,['https://p19-csp-adlib-site-sign-sg.ibyteimg.com/v0201/ooBnRjlBNfmDDEeNxdIBScAQmWgbHWZmE35Ean~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263970&x-signature=LyCSbnSSCvyAxdHYLlNqHcfdjpY%3D'],20230403,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/ooBnRjlBNfmDDEeNxdIBScAQmWgbHWZmE35Ean~tplv-noop.image?x-expires=1700749593&x-signature=qGpL79n0NEbOUe%2F9WHhTlx2U0%2BE%3D', 'url': 'https://v16m.tiktokcdn.com/3e9d2c7f9e47b48d359a3d023cef7d4d/655f6119/video/tos/alisg/tos-alisg-v-0000/oEDAmHNDIBAbbULmQjBgnHNfQBemdW5nlhZW8Z/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4990&bt=2495&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ZzM7Mzo2aGdpZTM6NzZlPEBpandnZmY6Zjg4aTMzODYzNEBeMi5eYi1hXjUxXjA0LTEwYSMwcnJncjRnZ2dgLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230215,6.876468931079439e+18,LA FOURCHETTE,LA FOURCHETTE,,22.8M-27.9M,,True,True,True,False,False,True,No,['IT'],,True,True,True,1M-10M,,,7.9M,,,,,,,,,,,,,,,,,
1764233068041233,['https://p16-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oIVHrlwGShsVXdQyAqALI8EINlBNbAAoJzEmJf~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263970&x-signature=f0Y027sU4ju30c7hsLf1hn7Inas%3D'],20230428,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oIVHrlwGShsVXdQyAqALI8EINlBNbAAoJzEmJf~tplv-noop.image?x-expires=1700749600&x-signature=7VH80%2FEwzNCxHfm%2FmKTY8PwyJ3M%3D', 'url': 'https://v16m.tiktokcdn.com/6dccfa6b3bd0248d39bbaf3c7e9ccb8a/655f6120/video/tos/alisg/tos-alisg-v-0000/ocaVlEQqIhJS3CDAH8yBIzrAJEyQol5NwAXfdm/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2086&bt=1043&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=Ozs4PDw6Zmc2PGlmZzNmaUBpM25kM3g5cnBpazMzODYzNEA2YmFeLy9eXzYxMzViXzUzYSM2by1eMmQ0ZDFgLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230426,6.966615583580227e+18,VOLKSWAGEN GROUP ESPAÑA DISTRIBUCION SA.,PHD Media Spain,"Vehicles & Transportation, News & Entertainment",10.4M-12.7M,Auto & Vehicles,True,True,True,False,True,True,No,['ES'],,True,True,True,1M-10M,,,,,,,7.9M,,,,,,,,,,,,,
1776934143519745,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/osp8AAN1OgBaSDQKUAebDCAisdur9GIAbenGGe'],20231022,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/osp8AAN1OgBaSDQKUAebDCAisdur9GIAbenGGe~tplv-noop.image?x-expires=1700749585&x-signature=1%2F4XBsSzfg6%2BQ5becITNqUUJagE%3D', 'url': 'https://v16m.tiktokcdn.com/1efb31e0ec53c5375461dafa43a85e28/655f6111/video/tos/alisg/tos-alisg-ve-0051c001-sg/oAzAA9NeQp2OKfCGGwDCAfgDhAEDdIUAbGoNTx/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2414&bt=1207&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=aWZmM2Q8Ojg8PDpnaGY0aEBpanA3ODY6Zmk6bjMzODYzNEA1Ni0tYi0tXy8xMzJgYS4zYSMuYTItcjRnYy1gLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230918,7.167318959212085e+18,MONDELEZ UK LIMITED,(Publicis) Spark Foundry UK - TikTok,,,,False,False,False,False,True,True,No,['GB'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,8.0M,,,
1773317639622689,,20231011,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/14db5dc465f94133a7f972b8747b7615_1691097670~tplv-noop.image?x-expires=1700749581&x-signature=moeCTsLnB0RIGd1yqGwfiSqLsW8%3D', 'url': 'https://v16m.tiktokcdn.com/195d3d6439e41721371c72ceb05c2028/655f610d/video/tos/maliva/tos-maliva-ve-0068c799-us/o8Hj4eoYDm4frzPqCA2e4jAkg8Q8JDnMHCmJNI/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2724&bt=1362&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ODg7ZjRpZjM3Njc2aTU4OkBpamlyOjM6ZjQ0bTMzZzczNEAtMDQ2MzM2XjMxLjA0YTRgYSM0aXNicjRnYzNgLS1kMS9zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230804,6.974122727800047e+18,Shop Tezza LLC,Shop Tezza LLC,,26.1M-31.8M,,True,True,True,False,True,True,No,"['ES', 'IT', 'DE', 'CH', 'GB']",,True,True,True,1M-10M,,,2.0M,,,,2.0M,,,,,1.6M,,,,300K,2.0M,,,
1766597846164561,,20230603,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-aiso/46215117c55c492e8a118d9d94c70d4b_1684743628~tplv-noop.image?x-expires=1700749624&x-signature=2UbwB5gY9pyFD5%2BYesASM8ppdi8%3D', 'url': 'https://v16m.tiktokcdn.com/707b18b315875943adf510891fe3b5d3/655f6138/video/tos/useast2a/tos-useast2a-pve-0037-aiso/o0IHIWWDysgAae7kASARRSG8sbjfoBEPDnsBQm/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=4546&bt=2273&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ODg3OGQ2NDg1Nmk8PDtoaUBpajM6OzU6ZmVsazMzZjczM0BjNl9jYWAxNjAxLzM0LzIuYSMyZ2AvcjQwX2lgLS1kMWNzcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230522,6.884139818125624e+18,SEPHORA,PUBLICIS MEDIA FRANCE - LVMH - FR,"Beauty & Personal Care, Life Services",12.9M-15.7M,,True,False,False,False,True,True,No,['FR'],,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,7.9M,,
1780014781339665,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-p-0051c001-sg/o4EDWheJvInfBTAAa2Cgb6DPlPQ3N9pBQiQ5LB'],20231031,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0051c001-sg/o4EDWheJvInfBTAAa2Cgb6DPlPQ3N9pBQiQ5LB~tplv-noop.image?x-expires=1700749576&x-signature=GjvRqtFQRS9hwBginPlemt1Cjbs%3D', 'url': 'https://v16m.tiktokcdn.com/5d1916538edfb3dc9b6df420bef1ec70/655f6108/video/tos/alisg/tos-alisg-ve-0051c001-sg/o0BUnAIwosAf7h8l4mmXJkt9TtzaAA2ErJoynn/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1676&bt=838&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=O2Q5Z2hpaGQ1aDM3ZGVpaUBpanFseTw6ZjNzbjMzODYzNEAvM2AwMl5jNl8xLTFhLV82YSNxal5ncjRfYWdgLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20231017,6.886384495830762e+18,1&1 Telecommunication SE,1&1 Telecommunication SE,,,,False,False,False,False,True,True,No,['DE'],,True,True,True,1M-10M,,,,,,,,,,,,7.9M,,,,,,,,
1776735946197010,,20231121,1M-10M,active,,"[{'cover_image_url': 'https://p16-vod-sign-useast2a.ibyteimg.com/tos-useast2a-p-0037-euttp/5cd1be80c9e44a9f90263992fa475180_1693658897~tplv-noop.image?x-expires=1700749585&x-signature=ciMrq1nxsqwMohZSYOiFFjOkeCM%3D', 'url': 'https://v16m.tiktokcdn.com/d85b1c9325ea69fb1b19e34f7b115fc7/655f6111/video/tos/useast2a/tos-useast2a-ve-0068c001-euttp/okZFDDA8zgMZfRAQcgE8l6RyfAXInbTBPi2kNm/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1418&bt=709&bti=ODM6N2YuLjY6&cs=0&ds=6&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=ODY6OWdkN2kzaWY5Z2lnZkBpM3Nzajk6ZjVsbTMzZjczM0A0MTUtMzUxNl4xYzA2LWAtYSM1bW5fcjQwcW1gLS1kMWNzcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230911,6.883219182050084e+18,Mondelez Deutschland Services GmbH & Co. KG,Spark Foundry Germany GmbH,,,,True,True,True,False,True,True,No,['DE'],,True,True,True,1M-10M,,,,,,,,,,,,7.9M,,,,,,,,
1755173765759090,['https://p16-csp-adlib-site-sign-sg.ibyteimg.com/v0201/oYz4oE8Iz4HFpAI3whtxAQBErfNnQxABcAvmJF~tplv-xg5h56rn01-webp-75:540:960.webp?from=3963178307&x-expires=1732263970&x-signature=ZRv0GdIwW33%2Bz6ZB4ofuRfC5mVU%3D'],20230201,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/v0201/oYz4oE8Iz4HFpAI3whtxAQBErfNnQxABcAvmJF~tplv-noop.image?x-expires=1700749586&x-signature=kKaudVGDf0eJVoylF%2FqGhCrjdss%3D', 'url': 'https://v16m.tiktokcdn.com/8253e3e2a87e0415b9ebe8658fc30c81/655f6112/video/tos/alisg/tos-alisg-v-0000/oEwfpeHWBHomcIAefxeowF4eggAeyGEQz5gFAwK/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=3488&bt=1744&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=OWZkaDo4Z2hlOTc8OjM0NEBpanE1czM6ZnhsaTMzODYzNEBgNTVeX19jXzExYmEuNi5fYSNra3MzcjRfMi9gLS1kMC1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230117,6.884139818125624e+18,SEPHORA,PUBLICIS MEDIA FRANCE - LVMH - FR,"Beauty & Personal Care, Apps",14.6M-17.8M,"Beauty & Style, Lifestyle",True,False,False,False,True,True,No,['FR'],Fashion & Beauty,True,True,True,1M-10M,,,,,,,,,,,,,,,,,,7.9M,,
1765692573911057,['https://p21-ad-sg.ibyteimg.com/origin/tos-alisg-v-32369a-sg/o0ZkCzUMDnOe5oPGeAJIG0HHJ5vknDDZfbmQrg'],20230621,1M-10M,active,,"[{'cover_image_url': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-v-32369a-sg/o0ZkCzUMDnOe5oPGeAJIG0HHJ5vknDDZfbmQrg~tplv-noop.image?x-expires=1700749593&x-signature=1rHgVGC%2FQ44pFyj8vkllbfiCpsw%3D', 'url': 'https://v16m.tiktokcdn.com/403c6798270ae7e67f60b4a55103cbb4/655f6119/video/tos/alisg/tos-alisg-v-32369a-sg/ogyRo6ZjzA1IMBfkMAcU3nzQHDvywjtYr8nzh6/?a=475769&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=5176&bt=2588&bti=ODM6N2YuLjY6&cs=0&ds=3&ft=d2A~l-Inz7TZAgPZiyq8Z&mime_type=video_mp4&qs=0&rc=OGc4NDZpPGk5NzNpO2llNEBpM288d2Y6ZnNzajMzODVnNEA2LTFjNjUyNV4xYl9gNV81YSNxbXJlcjRvcGBgLS1kYy1zcw%3D%3D&l=20231123082609C1481C695BD6FA246809&btag=e00088000&cc=3'}]",20230512,6.876495876701816e+18,Urban Technology GmbH,Urban Technology GmbH,,27.1M-33.1M,,True,True,True,True,True,True,No,['ES'],,True,True,True,1M-10M,,,,,,,7.9M,,,,,,,,,,,,,
